Epoch: [0][0/2], lr: 0.00010	Time 9.643 (9.643)	Data 4.409 (4.409)	Loss 2.4060 (2.4060)	Prec@1 0.000 (0.000)	Prec@5 43.750 (43.750)
Epoch: [1][0/2], lr: 0.00010	Time 4.893 (4.893)	Data 4.314 (4.314)	Loss 2.3965 (2.3965)	Prec@1 6.250 (6.250)	Prec@5 40.625 (40.625)
Epoch: [2][0/2], lr: 0.00010	Time 4.516 (4.516)	Data 4.235 (4.235)	Loss 2.4306 (2.4306)	Prec@1 3.125 (3.125)	Prec@5 31.250 (31.250)
Epoch: [3][0/2], lr: 0.00010	Time 4.566 (4.566)	Data 4.285 (4.285)	Loss 2.3447 (2.3447)	Prec@1 12.500 (12.500)	Prec@5 43.750 (43.750)
Epoch: [4][0/2], lr: 0.00010	Time 4.453 (4.453)	Data 4.172 (4.172)	Loss 2.3640 (2.3640)	Prec@1 12.500 (12.500)	Prec@5 43.750 (43.750)
Test: [0/1]	Time 4.192 (4.192)	Loss 2.3014 (2.3014)	Prec@1 7.692 (7.692)	Prec@5 38.462 (38.462)
Testing Results: Prec@1 7.692 Prec@5 38.462 Loss 2.30138 
Best Prec@1: 0.000
Epoch: [5][0/2], lr: 0.00010	Time 4.663 (4.663)	Data 4.194 (4.194)	Loss 2.3466 (2.3466)	Prec@1 9.375 (9.375)	Prec@5 40.625 (40.625)
Epoch: [6][0/2], lr: 0.00010	Time 4.422 (4.422)	Data 4.141 (4.141)	Loss 2.3045 (2.3045)	Prec@1 12.500 (12.500)	Prec@5 43.750 (43.750)
Epoch: [7][0/2], lr: 0.00010	Time 4.424 (4.424)	Data 4.143 (4.143)	Loss 2.2907 (2.2907)	Prec@1 6.250 (6.250)	Prec@5 59.375 (59.375)
Epoch: [8][0/2], lr: 0.00010	Time 4.430 (4.430)	Data 4.149 (4.149)	Loss 2.3001 (2.3001)	Prec@1 12.500 (12.500)	Prec@5 46.875 (46.875)
Epoch: [9][0/2], lr: 0.00010	Time 4.502 (4.502)	Data 4.221 (4.221)	Loss 2.2909 (2.2909)	Prec@1 6.250 (6.250)	Prec@5 53.125 (53.125)
Test: [0/1]	Time 3.096 (3.096)	Loss 2.2108 (2.2108)	Prec@1 23.077 (23.077)	Prec@5 69.231 (69.231)
Testing Results: Prec@1 23.077 Prec@5 69.231 Loss 2.21082 
Best Prec@1: 7.692
Epoch: [10][0/2], lr: 0.00010	Time 4.402 (4.402)	Data 4.121 (4.121)	Loss 2.2781 (2.2781)	Prec@1 12.500 (12.500)	Prec@5 46.875 (46.875)
Epoch: [11][0/2], lr: 0.00010	Time 4.385 (4.385)	Data 4.103 (4.103)	Loss 2.2410 (2.2410)	Prec@1 21.875 (21.875)	Prec@5 62.500 (62.500)
Epoch: [12][0/2], lr: 0.00010	Time 4.313 (4.313)	Data 4.031 (4.031)	Loss 2.2308 (2.2308)	Prec@1 18.750 (18.750)	Prec@5 59.375 (59.375)
Epoch: [13][0/2], lr: 0.00010	Time 4.298 (4.298)	Data 4.032 (4.032)	Loss 2.2161 (2.2161)	Prec@1 21.875 (21.875)	Prec@5 68.750 (68.750)
Epoch: [14][0/2], lr: 0.00010	Time 4.471 (4.471)	Data 4.190 (4.190)	Loss 2.2007 (2.2007)	Prec@1 18.750 (18.750)	Prec@5 71.875 (71.875)
Test: [0/1]	Time 3.110 (3.110)	Loss 2.1648 (2.1648)	Prec@1 23.077 (23.077)	Prec@5 61.538 (61.538)
Testing Results: Prec@1 23.077 Prec@5 61.538 Loss 2.16484 
Best Prec@1: 23.077
Epoch: [15][0/2], lr: 0.00010	Time 4.316 (4.316)	Data 4.035 (4.035)	Loss 2.2309 (2.2309)	Prec@1 12.500 (12.500)	Prec@5 68.750 (68.750)
Epoch: [16][0/2], lr: 0.00010	Time 4.409 (4.409)	Data 4.128 (4.128)	Loss 2.1392 (2.1392)	Prec@1 25.000 (25.000)	Prec@5 75.000 (75.000)
Epoch: [17][0/2], lr: 0.00010	Time 4.297 (4.297)	Data 4.016 (4.016)	Loss 2.1904 (2.1904)	Prec@1 15.625 (15.625)	Prec@5 65.625 (65.625)
Epoch: [18][0/2], lr: 0.00010	Time 4.266 (4.266)	Data 3.985 (3.985)	Loss 2.2219 (2.2219)	Prec@1 12.500 (12.500)	Prec@5 65.625 (65.625)
Epoch: [19][0/2], lr: 0.00010	Time 4.266 (4.266)	Data 3.969 (3.969)	Loss 2.1769 (2.1769)	Prec@1 15.625 (15.625)	Prec@5 68.750 (68.750)
Test: [0/1]	Time 3.047 (3.047)	Loss 2.1447 (2.1447)	Prec@1 23.077 (23.077)	Prec@5 53.846 (53.846)
Testing Results: Prec@1 23.077 Prec@5 53.846 Loss 2.14475 
Best Prec@1: 23.077
Epoch: [20][0/2], lr: 0.00010	Time 4.266 (4.266)	Data 3.985 (3.985)	Loss 2.1859 (2.1859)	Prec@1 15.625 (15.625)	Prec@5 62.500 (62.500)
Epoch: [21][0/2], lr: 0.00010	Time 4.266 (4.266)	Data 3.969 (3.969)	Loss 2.1477 (2.1477)	Prec@1 18.750 (18.750)	Prec@5 65.625 (65.625)
Epoch: [22][0/2], lr: 0.00010	Time 4.424 (4.424)	Data 4.127 (4.127)	Loss 2.1289 (2.1289)	Prec@1 21.875 (21.875)	Prec@5 71.875 (71.875)
Epoch: [23][0/2], lr: 0.00010	Time 4.344 (4.344)	Data 4.047 (4.047)	Loss 2.2170 (2.2170)	Prec@1 6.250 (6.250)	Prec@5 59.375 (59.375)
Epoch: [24][0/2], lr: 0.00010	Time 4.329 (4.329)	Data 4.048 (4.048)	Loss 2.1407 (2.1407)	Prec@1 15.625 (15.625)	Prec@5 62.500 (62.500)
Test: [0/1]	Time 3.178 (3.178)	Loss 2.1263 (2.1263)	Prec@1 23.077 (23.077)	Prec@5 69.231 (69.231)
Testing Results: Prec@1 23.077 Prec@5 69.231 Loss 2.12631 
Best Prec@1: 23.077
Epoch: [25][0/2], lr: 0.00010	Time 4.282 (4.282)	Data 3.985 (3.985)	Loss 2.1717 (2.1717)	Prec@1 12.500 (12.500)	Prec@5 68.750 (68.750)
Epoch: [26][0/2], lr: 0.00010	Time 4.252 (4.252)	Data 3.970 (3.970)	Loss 2.0956 (2.0956)	Prec@1 21.875 (21.875)	Prec@5 75.000 (75.000)
Epoch: [27][0/2], lr: 0.00010	Time 4.266 (4.266)	Data 3.984 (3.984)	Loss 2.1450 (2.1450)	Prec@1 15.625 (15.625)	Prec@5 71.875 (71.875)
Epoch: [28][0/2], lr: 0.00010	Time 4.235 (4.235)	Data 3.938 (3.938)	Loss 2.1176 (2.1176)	Prec@1 25.000 (25.000)	Prec@5 65.625 (65.625)
Epoch: [29][0/2], lr: 0.00010	Time 4.297 (4.297)	Data 4.000 (4.000)	Loss 2.1036 (2.1036)	Prec@1 21.875 (21.875)	Prec@5 75.000 (75.000)
Test: [0/1]	Time 3.096 (3.096)	Loss 2.0932 (2.0932)	Prec@1 23.077 (23.077)	Prec@5 69.231 (69.231)
Testing Results: Prec@1 23.077 Prec@5 69.231 Loss 2.09317 
Best Prec@1: 23.077
Epoch: [30][0/2], lr: 0.00010	Time 4.375 (4.375)	Data 4.094 (4.094)	Loss 2.1168 (2.1168)	Prec@1 15.625 (15.625)	Prec@5 87.500 (87.500)
Epoch: [31][0/2], lr: 0.00010	Time 4.313 (4.313)	Data 4.031 (4.031)	Loss 2.1075 (2.1075)	Prec@1 18.750 (18.750)	Prec@5 71.875 (71.875)
Epoch: [32][0/2], lr: 0.00010	Time 4.235 (4.235)	Data 3.954 (3.954)	Loss 2.1466 (2.1466)	Prec@1 18.750 (18.750)	Prec@5 81.250 (81.250)
Epoch: [33][0/2], lr: 0.00010	Time 4.328 (4.328)	Data 4.047 (4.047)	Loss 2.1568 (2.1568)	Prec@1 18.750 (18.750)	Prec@5 65.625 (65.625)
Epoch: [34][0/2], lr: 0.00010	Time 4.266 (4.266)	Data 3.969 (3.969)	Loss 2.0623 (2.0623)	Prec@1 25.000 (25.000)	Prec@5 75.000 (75.000)
Test: [0/1]	Time 3.110 (3.110)	Loss 2.0665 (2.0665)	Prec@1 30.769 (30.769)	Prec@5 84.615 (84.615)
Testing Results: Prec@1 30.769 Prec@5 84.615 Loss 2.06645 
Best Prec@1: 23.077
Epoch: [35][0/2], lr: 0.00010	Time 4.235 (4.235)	Data 3.938 (3.938)	Loss 2.0835 (2.0835)	Prec@1 21.875 (21.875)	Prec@5 81.250 (81.250)
Epoch: [36][0/2], lr: 0.00010	Time 4.226 (4.226)	Data 3.930 (3.930)	Loss 2.0549 (2.0549)	Prec@1 31.250 (31.250)	Prec@5 84.375 (84.375)
Epoch: [37][0/2], lr: 0.00010	Time 4.207 (4.207)	Data 3.926 (3.926)	Loss 2.0859 (2.0859)	Prec@1 25.000 (25.000)	Prec@5 75.000 (75.000)
Epoch: [38][0/2], lr: 0.00010	Time 4.259 (4.259)	Data 3.978 (3.978)	Loss 2.1001 (2.1001)	Prec@1 9.375 (9.375)	Prec@5 78.125 (78.125)
Epoch: [39][0/2], lr: 0.00010	Time 4.292 (4.292)	Data 4.011 (4.011)	Loss 2.0263 (2.0263)	Prec@1 28.125 (28.125)	Prec@5 84.375 (84.375)
Test: [0/1]	Time 3.088 (3.088)	Loss 2.0406 (2.0406)	Prec@1 30.769 (30.769)	Prec@5 76.923 (76.923)
Testing Results: Prec@1 30.769 Prec@5 76.923 Loss 2.04056 
Best Prec@1: 30.769
Epoch: [40][0/2], lr: 0.00010	Time 4.190 (4.190)	Data 3.909 (3.909)	Loss 2.0535 (2.0535)	Prec@1 28.125 (28.125)	Prec@5 78.125 (78.125)
Epoch: [41][0/2], lr: 0.00010	Time 4.221 (4.221)	Data 3.939 (3.939)	Loss 2.0351 (2.0351)	Prec@1 28.125 (28.125)	Prec@5 87.500 (87.500)
Epoch: [42][0/2], lr: 0.00010	Time 4.172 (4.172)	Data 3.906 (3.906)	Loss 2.0529 (2.0529)	Prec@1 31.250 (31.250)	Prec@5 71.875 (71.875)
